target,feature,n_tracks,pearson_r,pearson_p_approx,spearman_r,spearman_p_approx,abs_pearson_r
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_25,24,-0.0277257832113187,0.8988964715803139,-0.088695652173913,0.6844086528308645,0.0277257832113187
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_18,24,-0.0249294407641883,0.9090467122349078,-0.1408695652173913,0.518573777602539,0.0249294407641883
istc_mean_max_unique_per_sec,spectral_roughness_Mean,24,-0.0229923076149714,0.9160869887541272,-0.0243478260869565,0.9111597958364356,0.0229923076149714
istc_mean_max_unique_per_sec,spectral_dmfcc_Mean_3,24,-0.0217692305781743,0.9205355422139986,-0.1017391304347825,0.6410528343306992,0.0217692305781743
istc_mean_max_unique_per_sec,tonal_mode_Mean,24,0.0211845796043671,0.9226629114821552,-0.0304347826086956,0.8890790016989994,0.0211845796043671
istc_mean_max_unique_per_sec,spectral_rolloff95_Std,24,-0.0198180862189566,0.9276373023960696,-0.0991304347826086,0.6496325475695924,0.0198180862189566
istc_mean_max_unique_per_sec,rhythm_attack_slope_Mean,24,0.0191207559687096,0.9301768683131414,-0.0060869565217391,0.9777467425312856,0.0191207559687096
istc_mean_max_unique_per_sec,simple_centroid_Mean,24,-0.0189878487661968,0.930660976695675,0.0313043478260869,0.8859312088957257,0.0189878487661968
istc_mean_max_unique_per_sec,spectral_mfcc_Std_3,24,0.0185585862082887,0.932224720198956,0.0478260869565217,0.8265202227218944,0.0185585862082887
istc_mean_max_unique_per_sec,rhythm_attack_time_Mean,24,-0.0185346019787235,0.9323120991683588,-0.0426086956521739,0.8451913095134788,0.0185346019787235
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_19,24,0.0145575409542696,0.9468117505337994,-0.0730434782608695,0.7378308298485321,0.0145575409542696
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_30,24,0.0122819032333982,0.955116559564114,0.0330434782608695,0.8796410688940249,0.0122819032333982
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_33,24,0.0122600376282843,0.9551963819244382,-0.0252173913043478,0.9080007867285664,0.0122600376282843
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_27,24,-0.0121000363284192,0.9557804947003282,-0.0539130434782608,0.8048613232212098,0.0121000363284192
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_25,24,-0.0106810477477096,0.9609617644062188,-0.0539130434782608,0.8048613232212098,0.0106810477477096
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_11,24,-0.0101792922077078,0.9627942716683656,0.0582608695652173,0.7894808297602678,0.0101792922077078
istc_mean_max_unique_per_sec,simple_brightness_Mean,24,0.0100507883586781,0.9632636243216188,-0.0043478260869565,0.9841038065412204,0.0100507883586781
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_21,24,0.0091112249087115,0.9666957002808634,0.0391304347826086,0.8576878731323578,0.0091112249087115
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_28,24,0.0065452033655064,0.976071926164204,0.0756521739130434,0.7288303746196856,0.0065452033655064
istc_mean_max_unique_per_sec,Mel_subband_amplitude_std_26,24,-0.0051240514095845,0.9812663121764994,0.128695652173913,0.5553531941446307,0.0051240514095845
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_18,24,-0.003864158790019,0.9858719580023644,-0.0747826086956521,0.7318264461879275,0.003864158790019
istc_mean_max_unique_per_sec,spectral_spread_Mean,24,-0.0024065403928341,0.9912009849343548,-0.0939130434782608,0.6669311471713559,0.0024065403928341
istc_mean_max_unique_per_sec,Mel_subband_amplitude_mean_31,24,0.0012565432064114,0.9954056430344456,0.0530434782608695,0.8079467133087848,0.0012565432064114
